id,suburb,fuel_code,Feb_2017,Mar_2017,Aug_2017,Sep_2017,Oct_2017,Nov_2017,Dec_2017,Jan_2018,Jun_2018,Oct_2019
10258,Gladesville,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10259,Glebe,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10260,Gledswood Hills,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10261,Glen Alpine,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10262,Glendenning,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10263,Glenfield,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10264,Glenhaven,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10265,Glenmore Park,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10266,Glenorie,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10267,Glenwood,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10268,Glossodia,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10269,Gordon,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10270,Granville,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10271,Grasmere,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10272,Grays Point,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10273,Great Mackerel Beach,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10274,Green Valley,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10275,Greenacre,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10276,Greendale,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10277,Greenfield Park,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10278,Greenhills Beach,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10279,Greenwich,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10280,Gregory Hills,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10281,Greystanes,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10282,Grose Vale,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10283,Grose Wold,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10284,Guildford,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10285,Guildford West,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10286,Gymea,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10287,Gymea Bay,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10288,Haberfield,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10289,Hammondville,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10290,Harrington Park,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10291,Harris Park,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10292,Hassall Grove,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10293,Haymarket,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10294,Heathcote,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10295,Hebersham,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10296,Heckenberg,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10297,Henley,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10298,Hillsdale,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10299,Hinchinbrook,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10300,Hobartville,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10301,Holroyd,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10302,Holsworthy,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10303,Homebush,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10304,Homebush West,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10305,Horningsea Park,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10306,Hornsby,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10307,Hornsby Heights,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10308,Horsley Park,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10309,Hoxton Park,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10310,Hunters Hill,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10311,Huntingwood,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10312,Huntleys Cove,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10313,Huntleys Point,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10314,Hurlstone Park,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10315,Hurstville,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10316,Hurstville Grove,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10317,Illawong,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10318,Ingleburn,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10319,Ingleside,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10320,Jamisontown,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10321,Jannali,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10322,Jordan Springs,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10323,Kangaroo Point,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10324,Kareela,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10325,Kearns,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10326,Kellyville,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10327,Kellyville Ridge,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10328,Kemps Creek,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10329,Kensington,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10330,Kenthurst,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10331,Kentlyn,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10332,Killara,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10333,Killarney Heights,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10334,Kings Langley,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10335,Kings Park,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10336,Kingsford,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10337,Kingsgrove,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10338,Kingswood,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10339,Kingswood Park,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10340,Kirkham,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10341,Kirrawee,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10342,Kirribilli,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10343,Kogarah,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10344,Kogarah Bay,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10345,Ku-ring-gai Chase,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10346,Kurmond,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10347,Kurnell,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10348,Kurraba Point,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10349,Kurrajong,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10350,Kurrajong Hills,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10351,Kyeemagh,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10352,Kyle Bay,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10353,La Perouse,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10354,Lakemba,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10355,Lalor Park,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10356,Lane Cove,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10357,Lane Cove North,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10358,Lane Cove West,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10359,Lansdowne,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10360,Lansvale,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10361,Laughtondale,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10362,Lavender Bay,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10363,Leets Vale,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10364,Leichhardt,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10365,Len Waters Estate,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10366,Leonay,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10367,Leppington,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10368,Lethbridge Park,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10369,Leumeah,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10370,Lewisham,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10371,Liberty Grove,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10372,Lidcombe,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10373,Lilli Pilli,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10374,Lilyfield,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10375,Lindfield,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10376,Linley Point,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10377,Little Bay,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10378,Liverpool,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10379,Llandilo,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10380,Loftus,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10381,Londonderry,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10382,Long Point,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10383,Longueville,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10384,Lovett Bay,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10385,Lower Portland,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10386,Lucas Heights,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10387,Luddenham,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10388,Lugarno,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10389,Lurnea,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10390,Macquarie Fields,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10391,Macquarie Links,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10392,Macquarie Park,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10393,Maianbar,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10394,Malabar,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10395,Manly,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10396,Manly Vale,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10397,Maraylya,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10398,Marayong,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10399,Maroota,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10400,Maroubra,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10401,Marrickville,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10402,Marsden Park,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10403,Marsfield,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10404,Mascot,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10405,Matraville,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10406,Mays Hill,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10407,McCarrs Creek,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10408,McGraths Hill,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10409,McMahons Point,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10410,Meadowbank,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10411,Melrose Park,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10412,Menai,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10413,Menangle Park,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10414,Merrylands,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10415,Merrylands West,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10416,Middle Cove,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10417,Middle Dural,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10418,Middleton Grange,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10419,Miller,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10420,Millers Point,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10421,Milperra,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10422,Milsons Passage,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10423,Milsons Point,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10424,Minchinbury,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10425,Minto,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10426,Minto Heights,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10427,Miranda,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10428,Mona Vale,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10429,Monterey,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10430,Moore Park,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10431,Moorebank,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10432,Morning Bay,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10433,Mortdale,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10434,Mortlake,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10435,Mosman,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10436,Mount Annan,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10437,Mount Colah,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10438,Mount Druitt,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10439,Mount Kuring-Gai,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10440,Mount Lewis,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10441,Mount Pritchard,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10442,Mount Vernon,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10443,Mulgoa,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10444,Mulgrave,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10445,Narellan Vale,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10446,Naremburn,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10447,Narrabeen,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10448,Narraweena,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10449,Narwee,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10450,Nelson,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10451,Neutral Bay,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10452,Newington,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10453,Newport,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10454,Newtown,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10455,Normanhurst,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10456,North Balgowlah,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10457,North Bondi,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10458,North Curl Curl,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10459,North Epping,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10460,North Kellyville,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10461,North Manly,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10462,North Narrabeen,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10463,North Parramatta,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10464,North Richmond,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10465,North Rocks,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10466,North Ryde,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10467,North St Ives,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10468,North St Marys,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10469,North Strathfield,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10470,North Sydney,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10471,North Turramurra,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10472,North Wahroonga,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10473,North Willoughby,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10474,Northbridge,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10475,Northmead,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10476,Northwood,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10477,Norwest,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10478,Oakhurst,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10479,Oakville,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10480,Oatlands,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10481,Oatley,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10482,Old Guildford,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10483,Old Toongabbie,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10484,Oran Park,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10485,Orchard Hills,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10486,Oxford Falls,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10487,Oxley Park,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10488,Oyster Bay,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10489,Paddington,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10490,Padstow,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10491,Padstow Heights,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10492,Pagewood,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10493,Palm Beach,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10494,Panania,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10495,Parklea,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10496,Parramatta,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10497,Peakhurst,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10498,Peakhurst Heights,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10499,Pemulwuy,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10500,Pendle Hill,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10501,Pennant Hills,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10502,Penrith,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10503,Penshurst,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10504,Petersham,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10505,Phillip Bay,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10506,Picnic Point,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10507,Pitt Town,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10508,Pitt Town Bottoms,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10509,Pleasure Point,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10510,Plumpton,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10511,Point Piper,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10512,Port Botany,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10513,Port Hacking,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10514,Potts Hill,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10515,Potts Point,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10516,Prairiewood,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
